SOURCE_ORDER,CANONICAL_ID,SCREEN_LABEL,OWNER_AGGREGATE,EXISTING_PRODUCT_VIEW,EXISTING_FUNCTIONAL_LOGIC,CANONICAL_SOURCE,MAPPING_STATUS,INTEGRATION_STRATEGY,INTEGRATION_TYPE,PARENT_CANONICAL_ID,PARENT_PRODUCT_SURFACE,PRODUCT_ROUTE,PRODUCT_TRIGGER,PRODUCT_CONTAINER,PRODUCT_SHELL,CANONICAL_SINGLE_SOURCE_STATUS,EXISTING_BEHAVIOR_PRESERVATION,DATA_WIRING_STATUS,MUTATION_WIRING_STATUS,PRODUCT_ENTRY_TEST_STATUS,RESPONSIVE_SHELL_STATUS,DETACHED_PREVIEW_STATUS,FINAL_PRODUCT_STRUCTURE_STATUS,NOTES
51,2y,앨범 공유설정,FAMILY_CONTEXT,NONE (empty scaffold),NONE,AlbumShareSettingsPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,1h,FamilyAlbumScreen (1h),/family/album (overlay),Selecting an album in FamilyAlbumScreen (1h) - LIVE,frontend/src/features/family-album/FamilyAlbumPage.tsx (view state),MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no schedule/album/todo API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/AlbumShareSettings) - this pass added the real trigger and container wiring only.
52,2z,프로필 편집,FAMILY_CONTEXT,NONE (frontend/src/pages/profile/ was an empty scaffold),NONE,ProfileEditPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,1f,ProfilePage (1f),/profile,'프로필 수정' button on profile home (1f) or settings (2k) - LIVE,frontend/src/pages/profile/ProfilePage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no profile/notification/language/theme/account-deletion API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/ProfileEdit) — this pass added the real product trigger and container wiring only.
53,3a,가족 캘린더 공유,FAMILY_CONTEXT,NONE (empty scaffold),NONE,CalendarSharePreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,MODAL_DIALOG,1g,FamilyScheduleScreen (1g),/family/schedule (overlay),'캘린더 공유' button on FamilyScheduleScreen (1g) - LIVE,frontend/src/features/family-schedule/FamilySchedulePage.tsx (view state),MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no schedule/album/todo API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/CalendarShare) - this pass added the real trigger and container wiring only.
54,3b,미션 통계 필터,ADMIN_DASHBOARD,"frontend/src/pages/AdminDashboard/views/DashboardView/ (MissionRanking/WeeklyActivityChart exist, no filter control)",NONE for filtering specifically,MissionStatisticsFilterPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,MODAL_DIALOG,2x,DashboardView (2i/2x),"/admin (nested, overlay)","""통계 필터"" button above MissionRanking in DashboardView - LIVE",frontend/src/pages/AdminDashboard/views/DashboardView/DashboardView.tsx (overlay state),MongleAppShell > AdminLayout,"CANONICAL_SINGLE_SOURCE_CONFIRMED (existing canonical Screen imported directly, unmodified)",N/A (no prior feature existed for this specific action),"DATA_AND_BEHAVIOR_WIRING_PENDING (onApply is a structural placeholder, not real filtering)",MUTATION_WIRING_PENDING (no backend API for this sub-feature),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"MissionStatisticsFilterScreen (existing canonical Screen, unmodified) wired as a real overlay via a new button above the ranking section."
55,3c,가족 게시판,WAGLE,NONE (new),NONE,FamilyBoardPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,,WagleRoomView (1d),/wagle/board,"""가족 게시판"" link in WagleRoomView room-list header - LIVE",frontend/src/platform/wagle/board/WagleBoardPage.tsx,MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted to screens/wagle/**, both product container and detached preview import it)",N/A (no prior product view existed),"DATA_AND_BEHAVIOR_WIRING_PENDING (canonical fixture - no board API exists; TRUE_FUNCTIONAL_GAP for data, structure only this pass)",MUTATION_WIRING_PENDING (no backend API for this sub-feature yet),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"New route /wagle/board registered, new WagleBoardPage container renders FamilyBoardScreen (existing canonical Screen, unmodified except adding an onSelectPost callback prop). ""new post"" has no canonical target in the 64-screen scope and is left unwired (disclosed, not silently faked)."
56,3d,댓글 작성,WAGLE,NONE (new),NONE,CommentComposerPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,MODAL_DIALOG,3c,WagleBoardPage (3c),/wagle/board (overlay),Clicking a post in WagleBoardPage (onSelectPost) - LIVE,frontend/src/platform/wagle/board/WagleBoardPage.tsx (overlay state),MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted to screens/wagle/**, both product container and detached preview import it)",N/A (no prior product view existed),"DATA_AND_BEHAVIOR_WIRING_PENDING (canonical fixture, no board/comment API)",MUTATION_WIRING_PENDING (no backend API for this sub-feature yet),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"CommentComposerScreen (existing canonical Screen, unmodified) rendered as a real overlay triggered by selecting a post."
57,3e,인기 게시글,WAGLE,NONE (new),NONE,PopularPostsPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,INLINE_OVERLAY,3c,WagleBoardPage (3c),/wagle/board (overlay),"""popular posts"" button in WagleBoardPage - LIVE",frontend/src/platform/wagle/board/WagleBoardPage.tsx (overlay state),MongleAppShell,"CANONICAL_SINGLE_SOURCE_CONFIRMED (Screen extracted to screens/wagle/**, both product container and detached preview import it)",N/A (no prior product view existed),"DATA_AND_BEHAVIOR_WIRING_PENDING (canonical fixture, no ranking API)",MUTATION_WIRING_PENDING (no backend API for this sub-feature yet),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"PopularPostsScreen (existing canonical Screen, unmodified) rendered as a real overlay triggered by a real button."
58,3f,언어 설정,FAMILY_CONTEXT,NONE (frontend/src/pages/profile/ was an empty scaffold),NONE,LanguageSettingsPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,2k,SettingsListScreen (2k),/profile,'언어' row in settings list (2k) - LIVE,frontend/src/pages/profile/ProfilePage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no profile/notification/language/theme/account-deletion API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/LanguageSettings) — this pass added the real product trigger and container wiring only.
59,3g,화면 테마 설정,FAMILY_CONTEXT,NONE (frontend/src/pages/profile/ was an empty scaffold),NONE,ThemeSettingsPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,2k,SettingsListScreen (2k),/profile,'화면 테마' row in settings list (2k) - LIVE,frontend/src/pages/profile/ProfilePage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no profile/notification/language/theme/account-deletion API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/ThemeSettings) — this pass added the real product trigger and container wiring only.
60,3h,계정 탈퇴 확인,FAMILY_CONTEXT,NONE (frontend/src/pages/profile/ was an empty scaffold),NONE,AccountDeletionConfirmPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,2k,SettingsListScreen (2k),/profile,'계정 탈퇴' row in settings list (2k) - LIVE,frontend/src/pages/profile/ProfilePage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),"TRUE_FUNCTIONAL_GAP (confirmed via repo-wide grep before wiring: no account-deletion policy/API/code exists anywhere in the product — matches the Ownership Matrix EVIDENCE note ""Destructive account policy absent"")","MUTATION_WIRING_PENDING (onConfirm closes the view locally only — no destructive action is faked, per the explicit instruction not to simulate fake delete/save success for destructive actions)",PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Screen already existed (screens/family/AccountDeletionConfirm) — this pass added the real trigger and structural container wiring only, per the W7.4 TRUE_FUNCTIONAL_GAP allowance (""구조적 Container와 entry까지만 만든다""). No PM decision was invented; the underlying policy gap is unchanged from Ownership Matrix disclosure."
61,3i,가족 초대 취소,FAMILY_CONTEXT,NO_EXISTING_PRODUCT_VIEW,NONE,FamilyInviteCancelPreview,CANONICAL_MAPPING_CONFIRMED,ADAPT_EXISTING_LOGIC_TO_CANONICAL,PAGE_LOCAL_STATE,2p,frontend/src/features/family-members/FamilyMembersPage.tsx,/family/members,"InvitationListScreen (2p) onCancel action, per invitation row",frontend/src/features/family-members/FamilyMembersPage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,NO_PRIOR_PRODUCT_BEHAVIOR_TO_PRESERVE,DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING,PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"Screen already existed (screens/family/FamilyInviteCancel) from a prior pass, unmodified. onConfirm returns to 2p locally; no backend cancel-invite call exists yet."
62,3j,검색 전체,FAMILY_CONTEXT,NO_EXISTING_PRODUCT_VIEW,NONE,SearchAllPreview,CANONICAL_MAPPING_CONFIRMED,ADAPT_EXISTING_LOGIC_TO_CANONICAL,ROUTE_PAGE,1b,frontend/src/platform/pages/FamilyLanding.tsx,/family/search,frontend/src/platform/pages/FamilyLanding.tsx data-testid='feature-search' Link to /family/search,frontend/src/features/family-search/FamilySearchPage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,NO_PRIOR_PRODUCT_BEHAVIOR_TO_PRESERVE,DATA_AND_BEHAVIOR_WIRING_PENDING,NO_MUTATION_IN_SCOPE,DIRECT_PRODUCT_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,"RE-VERIFIED, PM_DECISION_REQUIRED overturned: prior Matrix pass flagged ""No product search ownership contract"" but a canonical Screen (screens/family/SearchAll) and a /family/search trigger link (FamilyLanding feature-search) already existed. grep -rln ""검색|search"" frontend/src --include=*.ts --include=*.tsx | grep -v Preview | grep -v screens/ returned only react-router useSearchParams usages and FamilyAlbumPage (album-scoped search, canonical 1u, separately integrated) -- no conflicting ownership. onFilter wired to real local useState; query itself is fixture-static pending a real search API (DATA_AND_BEHAVIOR_WIRING_PENDING)."
63,3k,위젯 갤러리,FAMILY_CONTEXT,NONE (frontend/src/pages/profile/ was an empty scaffold),NONE,WidgetGalleryPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,2k,SettingsListScreen (2k),/profile,'위젯 관리' row in settings list (2k) - LIVE,frontend/src/pages/profile/ProfilePage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no profile/notification/language/theme/account-deletion API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/WidgetGallery) — this pass added the real product trigger and container wiring only.
64,3l,바로가기 편집,FAMILY_CONTEXT,NONE (frontend/src/pages/profile/ was an empty scaffold),NONE,ShortcutEditorPreview,CANONICAL_MAPPING_COMPLETE,CREATE_NEW_PRODUCT_CONTAINER,NESTED_ROUTE,3k,WidgetGalleryScreen (3k),/profile,'바로가기 편집' button on the widget gallery overlay (3k) - LIVE,frontend/src/pages/profile/ProfilePage.tsx,MongleAppShell,CANONICAL_SINGLE_SOURCE_CONFIRMED,N/A (no prior product view existed),DATA_AND_BEHAVIOR_WIRING_PENDING,MUTATION_WIRING_PENDING (no profile/notification/language/theme/account-deletion API),PARENT_TRIGGER_ENTRY_VERIFIED,VERIFIED_3_VIEWPORTS_390x844_820x1180_1180x820,REGRESSION_PASS,PRODUCT_STRUCTURE_INTEGRATED,Screen already existed (screens/family/ShortcutEditor) — this pass added the real product trigger and container wiring only.
